Brand Name	Manufacturer	USP.Code
Apollo Phenyl	Hichrom	L11
Ascentis Express Phenyl-hexyl	Supelco	L11
Ascentis Phenyl	Supelco	L11
Avanti BCS Ph	Exmere Ltd.	L11
Avanti Ph(1)	Exmere Ltd.	L11
BetaBasic Phenyl	Thermo Scientific	L11
BETASIL Phenyl	Thermo Scientific	L11
BETASIL Phenyl-hexyl	Thermo Scientific	L11
BioBasic Phenyl	Thermo Scientific	L11
BioResolve RP mAb Polyphenyl	Waters Corp.	L11
Bondclone Phenyl	Phenomenex	L11
Capcell Pak Ph SG 120	Osaka Soda Co., Ltd.	L11
Capcell Pak Ph SG 300	Osaka Soda Co., Ltd.	L11
Capcell Pak Ph UG 120	Osaka Soda Co., Ltd.	L11
Chromasol ONYX Ph	Intek Chromasol	L11
Chromasol ONYX Phenyl-Hexyl	Intek Chromasol	L11
Chromegabond P(Phenyl)	E.S. Industries	L11
Chromegabond P-BD	ES Industries	L11
Clipeus Phenyl	Higgins Analytical	L11
Cogent HPS Phenyl	MicroSolv Tech. Corp.	L11
Cogent MicroBee Phenyl	MicroSolv Tech. Corp.	L11
Cogent Phenyl Hydride	MicroSolv Techn. Corp.	L11
Cogent Phenyl Hydride 2.o	MicroSolv Techn. Corp.	L11
Cogent RP Phenyl	MicroSolv Techn. Corp.	L11
Cogent Simulare Phenyl	MicroSolv Tech. Corp.	L11
CORTECS Phenyl	Waters Corp.	L11
CORTECS UPLC Phenyl	Waters Corp.	L11
Cosmicsil Phenyl	Genius Technologies	L11
Cosmosil PE-MS	Nacalai Tesque, Inc.	L11
Cosmosil Ph-AR-300	Nacalai Tesque, Inc.	L11
Develosil Ph	Nomura Chemical	L11
Develosil Ph-UG	Nomura Chemical	L11
Diazem Phenyl	Diazem	L11
Eclipse XDB Phenyl	Agilent Technologies	L11
Enable Phenyl	Spincotech	L11
Equisil Phenyl	Dr. Maisch	L11
Exsil 100 Phenyl	Exmere Ltd.	L11
Exsil 100 Phenyl-HL	Exmere Ltd.	L11
Exsil 80 Phenyl	Exmere Ltd.	L11
Exsil Clasico Phenyl	Exmere Ltd.	L11
Exsil Pure Phenyl	Exmere Ltd.	L11
Force Biphenyl	Restek Corp.	L11
Fortis Diphenyl	Fortis Technologies	L11
Gemini C6-Phenyl	Phenomenex	L11
Genesis Phenyl	Hichrom	L11
GP-Phenyl	Sepax Technologies, Inc.	L11
GROM-SIL Phenyl-1 FE	Dr. Maisch	L11
GROM-SIL Phenyl-2 CP	Dr. Maisch	L11
GROM-SIL Phenyl-3 PE	Dr. Maisch	L11
HALO 1000 A Diphenyl	Advanced Materials Tech.	L11
HALO 160 A Phenyl-Hexyl	Advanced Materials Tech.	L11
HALO Biphenyl	Advanced Materials Tech.	L11
HALO Phenyl-Hexyl	Advanced Materials Technol.	L11
HECTOR-M Phenyl	RStech Corp.	L11
Heritage Phenyl	Helix Chromatography	L11
Horizon Phenyl	Horizon Chromatography Ltd.	L11
Hydrocell Phenyl 1500	Biochrom Labs, Inc.	L11
Hydrocell Phenyl NP10	Biochrom Labs, Inc.	L11
Hypersil BDS Phenyl	Thermo Scientific	L11
Hypersil CPS-1	Thermo Scientific	L11
Hypersil GOLD Phenyl	Thermo Scientific	L11
Hypersil Phenyl	Thermo Scientific	L11
Hypersil Phenyl-2	Thermo Scientific	L11
IB-SIL Phenyl BD	Phenomenex	L11
IBM Phenyl	IBM Instruments Inc.	L11
IBM Phenyl-NP	IBM Instruments Inc.	L11
Inertsil Ph ( Phenyl)	GL Sciences	L11
Inertsil Ph-3 (Phenyl)	GL Sciences	L11
Inertsil Phenyl	GL Sciences	L11
InertSustain Phenyl	GL Sciences	L11
InertSustain Phenylhexyl	GL Sciences	L11
KANAK Core Phenyl Hexyl Plus	Nanghavi Chrom. Solutions	L11
KANAK Phenyl Hexyl	Nanghavi Chrom. Solutions	L11
Kinetex Biphenyl	Phenomenex	L11
Kinetex Phenyl-Hexyl	Phenomenex	L11
Kromasil Phenyl	Akzo Nobel Separations	L11
Kromasil Phenyl-Hexyl	Akzo Nobel Separations	L11
L-column2 C6-Phenyl	Ceri, Japan	L11
Legacy L11	SIELC Technol.	L11
Luna Phenyl-Hexyl	Phenomenex	L11
MetaSil Phenyl	Agilent	L11
MicroBondapak Phenyl	Waters Corp	L11
Microsorb Phenyl	Varian	L11
Microsorb-MV Phenyl	Agilent	L11
MultoHigh 100 Phenyl	CS-Chromatographie Service	L11
MultoWorb Phe	CS-Chromatographie Service	L11
NCI-NeuroBondpak Phenyl	National Chromatography Inc.	L11
NCI-Neurosyil Phenyl 100A, 120A	National Chromatography Inc.	L11
NCI-Ultimasyil Phenyl 100A, 120A	National Chromatography Inc.	L11
None Cited	n/a	L11
Nova-Pak Phenyl	Waters Corp	L11
NovaPak Phenyl	Waters Corp.	L11
NUCLEODUR Phenyl-Hexyl	Macherey-Nagel	L11
NUCLEODUR Sphinx RP	Macherey-Nagel	L11
NUCLEOSHELL Biphenyl	Macherey-Nagel	L11
NUCLEOSHELL Phenyl-Hexyl	Macherey-Nagel	L11
NUCLEOSIL Phenyl	Macherey-Nagel	L11
NUCLEOSIL Phenyl ec	Macherey Nagel	L11
Optimisil MF Phenyl	CVC Technologies	L11
Peerless Phenyl	Chromatopak	L11
Peptica Phenyl series A,B,C	Diazem	L11
PerfectBond Ph	MZ Analysentechnik	L11
PerfectBond Ph-H	MZ Analysentechnik	L11
PerfectChrom 100 Phenyl	MZ Analysentechnik	L11
PerfectChrom 100 Phenyl M	MZ Analysentechnik	L11
PerfectSil 100 Phenyl-3	MZ Analysentechnik	L11
PerfectSil 120 Phenyl	MZ Analysentechnik	L11
PerfectSil 120 Phenyl-M	MZ Analysentechnik	L11
Pinnacle DB Biphenyl	Restek Corp.	L11
Pinnacle II Biphenyl	Restek Corp	L11
Platinum Phenyl	Dr. Maisch	L11
Poroshell 120 Phenyl-Hexyl	Agilent	L11
Prevail Phenyl	Hichrom	L11
Prodigy PH-3	Phenomenex	L11
ProntoSIL Phenyl	Bischoff Chromatography	L11
Pursuit DiPhenyl	Agilent	L11
Pursuit UPS DiPhenyl	Agilent	L11
Pursuit XRs DiPhenyl	Agilent	L11
Quasar Biphenyl	PerkinElmer	L11
Raptor Biphenyl	Restek Corp.	L11
Reprosher Phenyl (DE)	Dr. Maisch	L11
Reprosil 80 Phenyl	Dr. Maisch	L11
Reprosil-Pur Phenyl	Dr. Maisch	L11
Roc Phenyl-Hexyl	Restek Corp.	L11
RSil Phenyl	Alltech Associates	L11
Sepralyte Phenyl	Analytichem International	L11
Shim-pack GIST Phenyl	Shimadzu	L11
Shim-pack GIST Phenyl-Hexyl	Shimadzu	L11
Shim-pack Scepter Phenyl	Shimadzu	L11
Shim-pack Velox Biphenyl	Shimadzu	L11
Shim-pack VP Phenyl	Shimadzu	L11
Shim-pack XR Phenyl	Shimadzu	L11
Shodex Silica 5NPE	Shodex	L11
SiliaChrom XDB1 Phenyl	SiliCycle Inc	L11
SMT Phenyl	Separation Methods Tech.	L11
SMT Phenyl-Hexyl	Separation Methods Tech.	L11
Speedcore Diphenyl	Fortis Technologies	L11
SphereClone	Phenomenex	L11
Spheri-(5 and 10)-Phenyl	PerkinElmer, Inc.	L11
Spherisorb P(Phenyl)	Waters Corp.	L11
Spherisorb Phenyl	Waters Corp.	L11
Sunniest PhE	ChromaNik Technol.	L11
SunShell Phenyl	ChromaNik Technol.	L11
SUPELCOSIL LC-3DP	Supelco	L11
Supelcosil LC-DP	Supelco	L11
SVEA Core Phenyl Hexyl Plus	Nanologica AB	L11
SVEA Phenyl Hexyl	Nanologica AB	L11
Syncronis Phenyl	Thermo Scientific	L11
Synergi Polar-RP	Phenomenex	L11
TSKgel Super-Phenyl	Tosoh Bioscience	L11
Ultra Biphenyl	Restek Corp.	L11
Ultra Techsphere 5 Phenyl	HPLC Technology	L11
UltraCore SuperPhenylHexyl	Advanced Chrom Tech.	L11
UltraTechsphere 5 Phenyl	HPLC Technology	L11
UniMS PhA1	Unimicrosep	L11
Unison UK-Phenyl	Imtakt	L11
UniverSil HS Phenyl	Fortis Technologies	L11
Uptisphere PH	Interchim	L11
Viva Biphenyl	Restek Corp.	L11
Vydac 219MS	Hichrom	L11
Vydac 219TP	Hichrom	L11
Wakopak Wakosil 5Ph	Wako Pure Chemical Ind.	L11
XBridge Phenyl	Waters Corp.	L11
XSelect CSH Phenyl-Hexyl	Waters Corp.	L11
XTerra Phenyl	Waters Corp	L11
Xtimate Phenyl Hexyl	Welch Materials	L11
YMC Phenyl	YMC	L11
YMC-Pack Ph	YMC Co., Ltd.	L11
YMC-Triart Phenyl	YMC Co., Ltd.	L11
Zodiac 120 Phenyl	Zodiac Life Sciences	L11
Zodiac Phenyl	Zodiac Life Sciences	L11
Zodiac Phenyl (1)	Zodiac Life Sciences	L11
ZORBAX Eclipse Plus Phenyl-Hexyl	Agilent	L11
ZORBAX Eclipse XDB Phenyl	Agilent	L11
ZORBAX Eclipse XDB-Phenyl	Agilent	L11
ZORBAX Phenyl	Agilent	L11
ZORBAX RRHD 300SB Diphenyl	Agilent	L11
ZORBAX SB Phenyl	Agilent	L11
ZORBAX StableBond-Phenyl	Agilent	L11
µBondapak Phenyl	Waters Corp.	L11
Accell Plus QMA	Waters Corp.	L12
Anex	Transgenomic, Inc.	L12
Baker-10 SPE Quarternary Am	J.T.Baker Chemical Co.	L12
Baker-10 SPE Quarternary Amine	J.T.Baker Chemical Co.	L12
Baker-10 SPE Quaternary Am	J.T.Baker Chemical Co.	L12
Bondapak AX/Corasil	Waters Associates	L12
Dionex IonPac AS4A-SC	Thermo Scientific	L12
Generik SAX	Sepax Technologies, Inc.	L12
Guard SAX	Agilent	L12
HPIC Anion S4 Analysis	Dionex	L12
Hydrocell QA 1500	BioChrom Labs, Inc.	L12
Hydrocell QA NP10	BioChrom Labs, Inc.	L12
Legacy L12	SIELC Technol.	L12
puriFlash SAX	Interchim	L12
SMT SAX	Separation Methods Tech.	L12
Zipax SAX	Dupont	L12
Zodiac Prep SCX	Zodiac Life Sciences	L12
Adsorbosphere TMS	Dr. Maisch	L13
Adsorbosphere XL C1	Dr. Maisch	L13
Allsphere C1	Dr. Maisch	L13
BETASIL C1	Thermo Scientific	L13
Capcell Pak C1 SG 120	Osaka Soda Co., Ltd.	L13
Capcell Pak C1 SG 300	Osaka Soda Co., Ltd.	L13
Capcell Pak C1 UG 120	Osaka Soda Co., Ltd.	L13
Chromasol CORAL C1	Intek Chromasol	L13
Chromegabond C1	ES Industries	L13
Cosmosil TMS-MS	Nacalai Tesque, Inc.	L13
DELTABOND Methyl	Thermo Scientific	L13
Develosil HSR C1	Nomura Chemical	L13
Develosil TMS	Nomura Chemical	L13
Develosil TMS-UG C1	Nomura Chemical	L13
Develosil XG-C1	Nomura Chemical	L13
Equisil SAS	Dr. Maisch	L13
Exsil 100 C1 (TMS)	Exmere Ltd.	L13
Exsil 80 C1 (TMS)	Exmere Ltd.	L13
Exsil Pure C1 (TMS)	Exmere Ltd.	L13
GP-C1	Sepax Technologies, Inc.	L13
GROM-SIL TMS-1 ST	Dr. Maisch	L13
GROM-SIL TMS-2 CP	Dr. Maisch	L13
Grom-Sil TMS1	Dr. Maisch	L13
Hypersil SAS (C1)	Thermo Scientific	L13
Kromasil C1	Akzo Nobel Separations	L13
MetaSil C1	Agilent	L13
MultoWorb C1	CS-Chromatographie Service	L13
NCI-Neurosyil C1 100	National Chromatography Inc.	L13
Peerless C1	Chromatopak	L13
PerfectBond C1	MZ Analysentechnik	L13
PerfectChrom 100 C1	MZ Analysentechnik	L13
PerfectSil 120 C1	MZ Analysentechnik	L13
PrimeSphere C1	Phenomenex	L13
Reprosil 80 C1	Dr. Maisch	L13
SiliaChrom XDB1 C1	SiliCycle Inc	L13
SMT C1 MEB1	Separation Methods Tech.	L13
Spherisorb Cl	Waters Corp.	L13
SUPELCOSIL LC-1	Supelco	L13
SynChropak RP1	Eichrom Technologies, Inc.	L13
TSKgel TMS-250	Tosoh Bioscience	L13
Ultra C1	Restek Corp.	L13
UniMS C1A1	Unimicrosep	L13
Wakopak Wakosil 5TMS	Wako Pure Chemical Ind.	L13
YMC-Pack TMS	YMC Co., Ltd.	L13
Zodiac C1	Zodiac Life Sciences	L13
Zodiac C1(1)	Zodiac Life Sciences	L13
ZORBAX TMS	Agilent	L13
Adsorbosphere SAX	Dr. Maisch	L14
Adsorbosphere XL SAX	Dr. Maisch	L14
Allsphere SAX	Dr. Maisch	L14
Avanti SAX	Exmere Ltd.	L14
Chromasol CORAL SAX	Intek Chromasol	L14
Chromegabond SAX	ES Industries	L14
Exsil 100 SAX	Exmere Ltd.	L14
Exsil 300 SAX	Exmere Ltd.	L14
Exsil 80 SAX	Exmere Ltd.	L14
Exsil Clasico SAX	Exmere Ltd.	L14
Exsil Pure SAX	Exmere Ltd.	L14
GROM-SIL Strong Anion-1	Dr. Maisch	L14
Heritage SAX	Helix Chromatography	L14
HP-SAX	Sepax Technologies, Inc.	L14
Hypersil GOLD SAX	Thermo Scientific	L14
Hypersil SAX	Thermo Scientific	L14
IonoSpher A	Agilent	L14
Legacy L14	SIELC Technol.	L14
Maxi-Clean SAX (SPE cartridge)	Grace - Alltech	L14
MetaSil SAX	Agilent	L14
MultoWorb SAX	CS-Chromatographie Service	L14
NUCLEOSIL SB	Macherey-Nagel	L14
Nucleosil SB (Anion)	Macherey-Nagel	L14
Partisil 10 SAX	Hichrom	L14
Partisil SAX	Hichrom	L14
PartiSphere SAX	Hichrom	L14
Partisphere SAX	Hichrom	L14
PerfectChrom 100 SAX	MZ Analysentechnik	L14
PhenoSphere SAX	Phenomenex	L14
Platinum SAX	Dr. Maisch	L14
PolySAX LP	PolyLC Inc.	L14
Reprosil 80 SAX	Dr. Maisch	L14
Retain SAX (SPE cartridge)	Thermo Scientific	L14
SiliaChrom SAX	SiliCycle Inc	L14
SMT SAX	Separation Methods Tech.	L14
Spherex SAX	Phenomenex	L14
Spherisorb SAX	Waters	L14
SUPELCOSIL SAX1	Supelco	L14
SynChropak Q300	Eprogen, Inc.	L14
TSKgel QAE-2SW	Tosoh Bioscience	L14
Uptisphere SAX	Interchim	L14
Wakopak Wakosil 5SAX	Wako Pure Chemical Ind.	L14
Zodiac SCX	Zodiac Life Sciences	L14
Zodiac SCX(1)	Zodiac Life Sciences	L14
ZORBAX SAX	Agilent	L14
Allsphere C6	Dr. Maisch	L15
BETASIL C6	Thermo Scientific	L15
Chomegabond C6	ES Industries	L15
Chromasol CORAL C6	Intek Chromasol	L15
Chromegabond C6	ES Industries	L15
Cogent RP C6	MicroSolv Techn. Corp.	L15
Exsil 100 C6	Exmere Ltd.	L15
Exsil 300 C6	Exmere Ltd.	L15
Exsil 80 C6	Exmere Ltd.	L15
Exsil Clasico C6	Exmere Ltd.	L15
Exsil Pure C6	Exmere Ltd.	L15
Grom-Sil Hexyl-1	Dr. Maisch	L15
GROM-SIL Hexyl-1 MB	Dr. Maisch	L15
MetaSil C6	Agilent	L15
MultoWorb C6	CS-Chromatographie Service	L15
None Cited	n/a	L15
PerfectChrom 100 C6	MZ Analysentechnik	L15
PhenoSphere C6	Phenomenex	L15
Reprosil 80 C6	Dr. Maisch	L15
SMT Hexyl	Separation Methods Tech.	L15
Spherisorb C6	Waters Corp	L15
Zodiac C6	Zodiac Life Sciences	L15
Zodiac C6(1)	Zodiac Life Sciences	L15
Adsorbosil C2	Dr. Maisch	L16
Chromasol CORAL C2	Intek Chromasol	L16
Chromegabond C2	ES Industries	L16
Diazem C8 DAC2	Diazem	L16
Exsil 100 C2	Exmere Ltd.	L16
Exsil 80 C2	Exmere Ltd.	L16
Exsil Pure C2	Exmere Ltd.	L16
Heritage C2	Helix Chromatography	L16
Legacy L16	SIELC Technol.	L16
LiChrosorb RP-2	EM Sciences	L16
LiChrosorb RP-2	Merck KgaA	L16
Maxsil RP-2	Phenomenex	L16
None Cited	n/a	L16
NUCLEOSIL C2	Macherey-Nagel	L16
Reprosil Gold 120 C2	Dr. Maisch	L16
Reprosil Gold 300 C2	Dr. Maisch	L16
SMT C2 MEB2	Separation Methods Tech.	L16
Zodiac C2	Zodiac Life Sciences	L16
Zodiac C2(1)	Zodiac Life Sciences	L16
Aminex Fast Acid Analysis	BIO-RAD Laboratories	L17
Aminex HPX-87H	BIO-RAD Laboratories	L17
BP-100 H	Benson Polymeric	L17
BP-800 H	Benson Polymeric	L17
BP-OA	Benson Polymeric	L17
Carbomix H-NP	Sepax Technologies, Inc.	L17
Fast Fruit Juice	Waters Corp.	L17
Hamilton HC-75H	Hamilton Co.	L17
Hamilton PRP-X200	Hamilton Co.	L17
Hamilton PRP-X300	Hamilton Co.	L17
Hichrom Alltech IOA-1000	Hichrom	L17
Hichrom Alltech IOA-2000	Hichrom	L17
Hichrom Alltech OA-1000	Hichrom	L17
Hichrom Alltech OA-2000	Hichrom	L17
Hydrocell SP NP 10	BioChrom Labs, Inc.	L17
Hydrocell SP1500	BioChrom Labs, Inc.	L17
HyperREZ XP Carbohydrate H	Thermo Scientific	L17
HyperREZ XP Organic Acids	Thermo Scientific	L17
IC Wescan Anion	Grace - Alltech	L17
IC-Pak Cation	Waters Corp	L17
IC-Pak Ion Exclusion	Waters Corp.	L17
ICSep COREGEL 107H	Transgenomic, Inc.	L17
ICSep COREGEL 64H	Transgenomic, Inc.	L17
ICSep COREGEL 87H1	Transgenomic, Inc.	L17
ICSep COREGEL 87H3	Transgenomic, Inc.	L17
ICSep ION300	Transgenomic, Inc.	L17
ICSep ORH-801	Transgenomic, Inc.	L17
InertSphere FA-1	GL Sciences	L17
Jordi Gel DVB Sulfonated SCX	Jordi Labs LLC	L17
Jordi Gel DVB Sulfonated SCX Resin	Jordi FLP	L17
Jordi Sulfonated Polar Pac SCX	Jordi Labs LLC	L17
MCI GEL CK08EH	Mitsubishi Chem Corp	L17
MetaCarb 64H	Agilent	L17
MetaCarb 67H	Agilent	L17
MetaCarb 87H	Agilent	L17
MetaCarb USP L17	Agilent	L17
NCI-Neurosyil Organic Acids	National Chromatography Inc.	L17
NCI-Neurosyil Sugar	National Chromatography Inc.	L17
None Cited	n/a	L17
NUCLEOGEL ION 300 OA	Macherey-Nagel	L17
NUCLEOGEL SUGAR 810 H	Macherey-Nagel	L17
Organic Acid Resin	CS-Chromatographie Service	L17
ORH-801 Organic Acids	Interaction Chemical Inc.	L17
PL Hi-Plex H	Agilent/Polymer Labs	L17
Polypore H	PerkinElmer, Inc.	L17
PRP-X200	Hamilton	L17
Reprogel H+	Dr. Maisch	L17
Rezex RFQ-Fast Acid	Phenomenex	L17
Rezex RHM-Monosaccharide	Phenomenex	L17
Rezex ROA-Organic ACid	Phenomenex	L17
Shim-pack Fast-OA	Shimadzu	L17
Shim-pack SCR-101H	Shimadzu	L17
Shim-pack SCR-102H	Shimadzu	L17
Shodex IC Y-521	Shodex	L17
Shodex RSpak KC-811	Shodex	L17
Shodex SUGAR SH1011	Shodex	L17
Shodex SUGAR SH1821	Shodex	L17
SiliaChrom IEC SC-H	SiliCycle	L17
STM BSCX	Separation Methods Tech.	L17
SUPELCOGEL C-610H	Supelco	L17
SUPELCOGEL H	Supelco	L17
TSK-GEL Aminopak	TosoHaas Inc.	L17
Ultron PS-80H	Shinwa	L17
UniMS PS-LEC	Unimicrosep	L17
Zodiac Carb 67H	Zodiac Life Sciences	L17
Zodiac Carb 87H	Zodiac Life Sciences	L17
Zodiac Carb 87H(1)	Zodiac Life Sciences	L17
Zodiac Carb USP L17	Zodiac Life Sciences	L17
Adsorbosphere PAC	Dr. Maisch	L18
Chromegabond A/CN	ES Industries	L18
Legacy L18	SIELC Technol.	L18
Partisil 10 PAC	Hichrom	L18
Partisil 5 PAC	Hichrom	L18
Partisphere PAC	Hichrom	L18
Reprosil PAC	Dr. Maisch	L18
Aminex Cabohydrate HPX-87C	BIO-RAD Laboratories	L19
Aminex Carbohydrate HPX-87	BIO-RAD Laboratories	L19
Aminex HPX-87C	BIO-RAD Laboratories	L19
BP-100 Ca	Benson Polymeric	L19
BP-800 Ca	Benson Polymeric	L19
Carbohydrate Ca2+	CS-Chromatographie Service	L19
Carbomix Ca-NP	Sepax Technologies, Inc.	L19
CarboSep CHO-820	Transgenomic, Inc.	L19
CARBOSep CHO620	Transgenomic, Inc.	L19
CARBOSep COREGEL-87C	Transgenomic, Inc.	L19
CARBOSep L19	Transgenomic, Inc.	L19
Chromasol CORAL GEL Ca2+	Intek Chromasol	L19
Hamilton HC-40	Hamilton Co.	L19
Hamilton HC-75 Ca	Hamilton Co.	L19
Hichrom Alltech Carbohydrate Cation	Hichrom	L19
HyperREZ XP Carbohydrate Ca	Thermo Scientific	L19
HyperREZ XP Sugar Alcohols	Thermo Scientific	L19
InertSphere Sugar-2	GL Sciences	L19
MCI GEL CK08EC	Mitsubishi Chem Corp	L19
Metacarb 67C	Agilent	L19
MetaCarb 87C	Agilent	L19
MetaCarb Ca Plus	Agilent	L19
MetaCarb USP L19	Agilent	L19
NCI-Neurosyil Ca2+	National Chromatography Inc.	L19
None Cited	n/a	L19
NUCLEOGEL SUGAR 810 Ca	Macherey-Nagel	L19
NUCLEOGEL SUGAR Ca	Macherey-Nagel	L19
PL Hi-Plex Ca	Agilent/Polymer Labs	L19
PL Hi-Plex Ca USP	Agilent/Polymer Labs	L19
Reprogel Ca++	Dr. Maisch	L19
Rezex RCM-Monosaccharide	Phenomenex	L19
Rezex RCU-USP Sugar Alcohols	Phenomenex	L19
Shim-pack SCR-101C	Shimadzu	L19
Shodex SUGAR SC1011	Shodex	L19
Shodex SUGAR SC1211	Shodex	L19
Shodex SUGAR SC1821	Shodex	L19
Shodex USPpak MN-431	Shodex	L19
Sugar SC1211	Shodex	L19
Sugar-Pak	Waters Associates	L19
Sugar-Pak 1	Waters Corp.	L19
SUPELCOGEL Ca	Supelco	L19
Ultron PS-80C	Shinwa	L19
UniMS PS-LEC	Unimicrosep	L19
Zodiac Carb 620	Zodiac Life Sciences	L19
Zodiac Carb 820	Zodiac Life Sciences	L19
Zodiac Carb 87C	Zodiac Life Sciences	L19
Zodiac Carb USP L19	Zodiac Life Sciences	L19
ACQUITY BEH200SEC	Waters	L20
BETASIL Diol	Thermo Scientific	L20
BioSep-SEC-s2000	Phenomenex	L20
BioSep-SEC-s3000	Phenomenex	L20
BioSep-SEC-s4000	Phenomenex	L20
BioSuite 125, 250, 450 series	Waters Corp.	L20
Chromasol ONYX DIOL	Intek Chromasol	L20
Chromegabond D(Diol)	ES Industries	L20
Cosmosil Diol 120-II	Nacalai Tesque, Inc.	L20
Cosmosil diol 300-II	Nacalai Tesque, Inc.	L20
Cosmosil Diol-1000-II	Nacalai Tesque, Inc.	L20
Develosil 100 Diol	Nomura Chemical	L20
Develosil 300 Diol	Nomura Chemical	L20
Fortis HILIC DIOL	Fortis Technologies	L20
GROM-SIL Diol	Dr. Maisch	L20
HECTOR-M Diol	RStech Corp.	L20
Horizon HILIC	Horizon Chromatography Ltd.	L20
HP-Diol	Sepax Technologies, Inc.	L20
Inertsil Diol	GL Sciences	L20
Inertsil WP300 Diol	GL Sciences	L20
Insulin HMWP	Waters Corp.	L20
Kromasil Diol	Akzo Nobel Separations	L20
LiChrosorb Diol	EM Sciences	L20
LiChrospher Diol	Merck KGaA	L20
LiChrospher Diol-100	Merck KgaA	L20
Luna HILIC	Phenomenex	L20
MonoChrom Diol	Agilent	L20
MultoHigh 100 Diol	CS-Chromatographie Service	L20
NCI-Neurosyil Diol 60, 100, 120, 200, 300	National Chromatography Inc.	L20
None Cited	n/a	L20
NUCLEOSIL Diol	Macherey-Nagel	L20
Peerless Diol	Chromatopak	L20
PerfectChrom 100 Diol	MZ Analysentechnik	L20
PROTEEMA	PSS	L20
Protein BEH SEC 125 Angstroms	Waters Corp.	L20
Protein BEH SEC 200 Angstroms	Waters Corp.	L20
Protein BEH SEC 450 Angstroms	Waters Corp.	L20
Protein-Pak 125	Waters Corp.	L20
Protein-Pak 60	Waters Corp.	L20
ProteinPak 200 SW and 300SW	Waters Corp.	L20
Quasar HILIC	PerkinElmer	L20
Reprosil 100 Diol	Dr. Maisch	L20
REprosil 80 Diol	Dr. Maisch	L20
Reprosil-Pur Diol	Dr. Maisch	L20
Shim-pack Bio Diol-60, 120, 200, 300	Shimadzu	L20
Shim-pack Diol-150	Shimadzu	L20
Shim-pack Diol-300	Shimadzu	L20
Shim-pack GIS HILIC	Shimadzu	L20
Shim-pack Scepter Diol-HILIC	Shimadzu	L20
Shodex KW402.5	Shodex	L20
Shodex KW403	Shodex	L20
Shodex KW404	Shodex	L20
Shodex KW405	Shodex	L20
Shodex LW-403 4D	Shodex	L20
Shodex LW-803	Shodex	L20
Shodex PROTEIN KW-802.5	Shodex	L20
Shodex PROTEIN KW-803	Shodex	L20
Shodex PROTEIN KW-804	Shodex	L20
SMT Diol	Separation Methods Tech.	L20
Spherex Diol	Phenomenex	L20
SunSec Diol	ChromaNik Technol.	L20
Supelcosil LC Diol	Supelco	L20
SUPELCOSIL LC-Diol	Supelco	L20
SynChropak GPC series 100, 300, 500, 1000, 4000	Eprogen, Inc.	L20
SynChropak GPCPEP	Eprogen, Inc.	L20
TSKgel G2000 SWxl	Tosoh Bioscience	L20
TSKgel G3000SWxl	Tosoh Bioscience	L20
TSKgel QC-PAK GFC series	Tosoh Bioscience	L20
TSKgel Super SW series	Tosoh Bioscience	L20
TSKgel SW mAb series	Tosoh Bioscience	L20
TSKgel SW series	Tosoh Bioscience	L20
TSKgel SWxl series	Tosoh Bioscience	L20
Uptisphere OH (Diol)	Interchim	L20
Yarra SEC-2000	Phenomenex	L20
Yarra SEC-3000	Phenomenex	L20
Yarra SEC-4000	Phenomenex	L20
YMC-Pack Diol	YMC Co., Ltd.	L20
YMC-Pack Diol 60A, 120A, 200A, 300A	YMC Co., Ltd.	L20
YMC-SEC MAB	YMC Co., Ltd.	L20
YMC-Triart Diol-HILIC	YMC Co., Ltd.	L20
Zodiac diol	Zodiac Life Sciences	L20
Zodiac Diol (1)	Zodiac Life Sciences	L20
Zorbax GF250	MAC-MOD Analytical	L20
Chromasol SAPPHIRE PRP	Intek Chromasol	L21
Chrompack P 300 RP	Agilent	L21
Hamilton PRP-1	Hamilton Co.	L21
Hamilton PRP-3	Hamilton Co.	L21
Hydrocell RP NP series	BioChrom Labs, Inc.	L21
Hydrocell RP series	BioChrom Labs, Inc.	L21
HyperREZ XP RP 100	ThermoFisher	L21
HyperRez XP RP100	Thermo Fisher	L21
Jordi Gel DVB	Jordi FLP	L21
Jordi Gel RP 500A	Jordi Labs LLC	L21
MabPac RP	Thermo Scientific	L21
MCI GEL CHP20/C04	Mitsubishi Chem Corp	L21
MCI GEL CHP20/C10	Mitsubishi Chem Corp	L21
NUCLEOGEL RP	Macherey-Nagel	L21
Phenogel	Phenomenex	L21
PLgel	Agilent	L21
PLRP-S 1000A	Varian/Polymer Labs	L21
PLRP-S 100A	Varian/Polymer Labs	L21
PLRP-S 300A	Agilent/Polymer Labs	L21
PLRP-S 4000A	Agilent/Polymer Labs	L21
PolymerX RP-1	Phenomenex	L21
PolyRP-100	Sepax Technologies, Inc.	L21
PolyRP-300	Sepax Technologies, Inc.	L21
PolyRP-NP10	Sepax Technologies, Inc.	L21
PolyRP-NP5	Sepax Technologies, Inc.	L21
Poroshell HILIC-OH5	Agilent	L21
PRP-1	Hamilton Inc.	L21
PSDVB	Polymer Lab.	L21
Repromer 100 RPS	Dr. Maisch	L21
Repromer 1000 RPS	Dr. Maisch	L21
Repromer 300 RPS	Dr. Maisch	L21
RoGel (not commercially available)	Grace-Alltech	L21
RPSep PRX-1	Transgenomic, Inc.	L21
SDV	PSS	L21
Shim-pack GPC-800 Series	Shimadzu	L21
